beta_s,beta_r,delta_s,delta_r,alpha_H,alpha_R,alpha_S,alpha_Z,log_q_H,log_q_R,log_q_S,log_q_Z,s0,r0,log_total0,log_totalT,fraccion_mdr,treat_0,treat_1,treat_2,treat_3,treat_4,treat_5,treat_6,treat_7,treat_8,treat_9,treat_10,treat_11,treat_12,treat_13,treat_14,treat_15,treat_16,treat_17,treat_18,treat_19,treat_20,treat_21,treat_22,treat_23,treat_24,treat_25,treat_26,treat_27,treat_28,treat_29,treat_30,treat_31,treat_32,treat_33,treat_34,treat_35,treat_36,treat_37,treat_38,treat_39,treat_40,treat_41,treat_42,treat_43,treat_44,treat_45,treat_46,treat_47,treat_48,treat_49,treat_50,treat_51,treat_52,treat_53,treat_54,treat_55,treat_56,treat_57,treat_58,treat_59,treat_60,treat_61,treat_62,treat_63,treat_64,treat_65,treat_66,treat_67,treat_68,treat_69,treat_70,treat_71,treat_72,treat_73,treat_74,treat_75,treat_76,treat_77,treat_78,treat_79,treat_80,treat_81,treat_82,treat_83,treat_84,treat_85,treat_86,treat_87,treat_88,treat_89,treat_90,treat_91,treat_92,treat_93,treat_94,treat_95,treat_96,treat_97,treat_98,treat_99,treat_100,treat_101,treat_102,treat_103,treat_104,treat_105,treat_106,treat_107,treat_108,treat_109,treat_110,treat_111,treat_112,treat_113,treat_114,treat_115,treat_116,treat_117,treat_118,treat_119,treat_120,treat_121,treat_122,treat_123,treat_124,treat_125,treat_126,treat_127,treat_128,treat_129,treat_130,treat_131,treat_132,treat_133,treat_134,treat_135,treat_136,treat_137,treat_138,treat_139,treat_140,treat_141,treat_142,treat_143,treat_144,treat_145,treat_146,treat_147,treat_148,treat_149,treat_150,treat_151,treat_152,treat_153,treat_154,treat_155,treat_156,treat_157,treat_158,treat_159,treat_160,treat_161,treat_162,treat_163,treat_164,treat_165,treat_166,treat_167,treat_168,treat_169,treat_170,treat_171,treat_172,treat_173,treat_174,treat_175,treat_176,treat_177,treat_178,treat_179,prob_cura,recomendacion_cura,mejor_delta_log,mejor_log_mdr,cura_segun_ODE,tratamiento_recomendado,archivo_tratamiento
0.4275644791489223,0.2455908472565612,0.322256678005146,0.3042595959031475,0.0408227497261123,0.0305872043463101,0.0287064937751382,0.0120354966963601,-5.144775308419238,-6.0330655839306395,-6.177909689457901,-3.8209206714138646,0.0118686265760646,3.586944454585328e-07,-1.925586409120878,-1.005770241745328,0.0010488894363215,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,14,10,10,10,10,10,10,10,4,2,2,2,2,2,3,14,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,6,10,10,10,10,10,10,14,12,4,14,6,6,6,6,6,6,11,11,11,11,11,11,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,7,11,11,11,11,11,11,11,11,11,11,0,0,0,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,9,9,9,3,3,0.0003329215,Tratamiento recomendado,-1.8224118,-2.4524314,True,"RIF: 176 días, PZA: 177 días, SRT: 174 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_47_tratamiento.csv
0.3672094594940663,0.2754541695567208,0.3181086228834465,0.3135018498677583,0.040514725330074,0.0332259266266618,0.0225589154077984,0.0123994713793103,-5.095705600897314,-5.912495687300739,-5.903455450820053,-4.069117660418986,0.0080043682972493,4.3974327779531827e-07,-2.0966490782280527,-4.858339930417788,0.0110194460479471,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,3,15,15,15,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,12,15,15,15,3,15,12,15,3,12,15,15,2,15,12,2,11,15,14,15,3,15,12,15,12,15,15,15,15,3,15,15,15,15,3,15,15,15,15,3,15,15,3,15,15,15,0,15,6,3,3,12,15,12,3,15,15,15,11,15,3,3,15,12,15,12,15,15,3,15,15,15,3,12,12,2,6,15,12,7,9,15,12,13,12,15,10,15,12,15,15,15,15,15,15,12,15,15,3,3,15,12,12,15,8,3,3,15,15,15,3,3,15,3,15,15,1,15,15,15,3,6,15,15,15,15,15,0.9995932,Seguimiento sin tratamiento,-1.8164692,-2.4955099,True,"RIF: 173 días, PZA: 176 días, SRT: 175 días, INH: 174 días",MisDatos/tratamientos_optimizados/paciente_48_tratamiento.csv
0.3943555268417364,0.2593670788043197,0.3025050274627778,0.3334844205362157,0.0411738280255975,0.0325117716410482,0.0277218626396381,0.0139119940942469,-5.131865171848964,-6.0357515364862735,-5.863893781174447,-4.016886823914592,0.0085535617145986,3.787375080078308e-07,-2.067833777391283,-0.9982212446804488,0.0003782775719636,7,7,11,11,0,0,0,0,9,9,9,9,9,5,5,5,5,2,2,2,2,2,1,1,1,7,9,9,9,9,9,3,3,3,3,3,3,3,2,2,7,7,7,1,1,1,1,1,1,1,1,3,3,3,3,9,9,9,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,1,1,4,4,4,4,4,4,4,4,4,4,4,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,15,5,5,0,1,2,2,2,2,2,2,8,8,8,8,8,8,8,8,11,6,6,6,6,6,2,2,9,9,9,9,3,3,3,3,4,4,4,4,4,9,9,5,5,5,5,8,4,5,5,5,5,5,5,5,0.0005116328,Tratamiento recomendado,-1.7790253,-2.5149946,True,"RIF: 175 días, PZA: 179 días, SRT: 171 días, INH: 171 días",MisDatos/tratamientos_optimizados/paciente_49_tratamiento.csv
0.4266690119469126,0.275025234223703,0.3060148245730846,0.3306739277163182,0.0310019085361926,0.0399301141176843,0.0295172233663858,0.0126636711200025,-5.10019992118669,-5.896204561212589,-5.973040970041444,-4.053314993483516,0.008778433603215,3.790455568691961e-07,-2.056564219282609,-0.9311743595302796,0.0001195434614522,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.00019531084,Tratamiento recomendado,-1.7395979,-2.5146165,True,"RIF: 176 días, PZA: 179 días, SRT: 175 días, INH: 175 días",MisDatos/tratamientos_optimizados/paciente_50_tratamiento.csv
0.3879443855550155,0.2590013888452501,0.3047089629344653,0.3389911771223061,0.038970404689726,0.041108367201235,0.0245715210638765,0.0118900003531216,-4.909545046769437,-6.093236676147613,-6.051411323932786,-4.031006829268486,0.0086970033709248,4.2212966872810994e-07,-2.060609282594133,-1.1387399299046617,0.0005840474012491,14,14,14,14,14,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,14,11,11,11,11,11,4,12,12,12,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,6,14,14,14,14,14,14,0,0,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,10,14,14,14,10,10,10,10,10,10,10,14,14,14,14,13,13,2,2,2,2,5,5,5,5,7,7,7,7,7,10,10,10,10,10,10,12,12,12,12,12,0,0,0,8,8,3,8,8,10,10,10,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,1,0.00017269436,Tratamiento recomendado,-1.8008418,-2.4977188,True,"RIF: 174 días, PZA: 175 días, SRT: 174 días, INH: 175 días",MisDatos/tratamientos_optimizados/paciente_51_tratamiento.csv
0.4040521382128322,0.2818919819663584,0.3251452804428623,0.3376785395435416,0.0411804271960814,0.0348504225636767,0.0291008842196384,0.0124204548186597,-5.174630160278665,-5.880306102680611,-5.916493540712066,-4.117189759729376,0.0080457164209261,6.589735011857647e-08,-2.094431721609435,-1.5589464569940428,0.0003095824030838,0,0,0,0,0,0,0,0,0,0,0,8,5,5,5,4,4,4,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,13,13,13,13,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,4,4,4,4,14,14,14,14,7,8,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,4,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,0,6,6,6,6,6,6,6,6,6,1,13,13,13,13,13,1,1,1,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,12,12,0.0010861476,Tratamiento recomendado,-1.7427387,-2.527361,True,"RIF: 174 días, PZA: 176 días, SRT: 177 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_52_tratamiento.csv
0.4234098616448236,0.2591764707971891,0.3044916614788938,0.3143402250899607,0.0325200792937467,0.0341240529754172,0.0258234470716516,0.0116801189567326,-5.133877940984991,-6.154847378727846,-6.0894768717303425,-3.980196581015041,0.0089789134908628,2.271179549720431e-07,-2.0467652275541304,-1.095060984848459,0.0011456682572925,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,9,3,3,3,15,15,3,12,15,15,15,2,3,15,3,3,15,12,12,12,15,3,15,15,15,3,15,15,15,15,15,15,3,15,15,3,4,12,12,5,9,5,12,3,3,12,15,15,3,3,12,12,3,5,15,0,15,15,15,15,15,3,3,15,3,15,15,15,15,3,15,12,15,3,1,15,15,15,15,15,15,12,15,15,15,15,12,15,15,15,15,15,15,3,15,12,15,3,15,15,12,3,15,15,3,4,3,15,15,15,15,15,3,15,3,3,3,0.00012209645,Tratamiento recomendado,-1.8304646,-2.4682548,True,"RIF: 177 días, PZA: 174 días, SRT: 175 días, INH: 172 días",MisDatos/tratamientos_optimizados/paciente_53_tratamiento.csv
0.3695800661765775,0.2391112760187573,0.3090836901443229,0.3127774655814714,0.0341337324418972,0.0413717224737715,0.0239113817023385,0.0116272818138002,-5.129984044761275,-6.124515280771543,-5.839411840083136,-3.8864425540737577,0.0089385012916325,2.1584096042966977e-07,-2.0487248058365144,-1.815546684111604,0.0009100447053152,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,0.002701703,Tratamiento recomendado,-1.8586589,-2.477584,True,"RIF: 174 días, PZA: 177 días, SRT: 166 días, INH: 172 días",MisDatos/tratamientos_optimizados/paciente_54_tratamiento.csv
0.4000576857899745,0.269651550692827,0.3121681949874457,0.317252173244799,0.0389684048431956,0.0349233478609702,0.0279778227762627,0.0100279837672374,-5.09442255487943,-5.985861080633035,-6.112217506492182,-3.8529895127567695,0.0094591469671687,2.739500723038857e-07,-2.0241354492371584,-2.3587523677018436,0.0027874839888921,15,15,15,12,15,15,15,15,15,12,15,12,15,15,15,3,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,3,15,7,15,15,12,15,15,15,15,1,15,13,3,12,15,15,15,15,3,15,15,3,15,15,3,12,15,2,3,15,3,12,15,13,6,3,15,3,12,15,15,15,7,15,12,15,15,5,15,15,15,15,15,3,15,15,15,15,8,15,15,15,8,12,12,3,3,12,12,0,15,3,15,3,15,15,3,15,15,15,3,3,3,15,12,3,15,15,15,15,15,15,15,15,15,12,15,15,3,15,15,15,15,15,15,15,15,6,15,15,3,3,3,15,15,12,15,5,0.0050954097,Tratamiento recomendado,-1.8389199,-2.4508286,True,"RIF: 173 días, PZA: 174 días, SRT: 175 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_55_tratamiento.csv
0.3979620475842037,0.2546931041975394,0.3253689410495886,0.3062110095019205,0.0415202441734533,0.0404660125471311,0.0247899195868218,0.0134396257811633,-4.972934117434407,-5.9525593690578305,-5.859511476772251,-3.9563199360295567,0.0104408352266576,1.76811760553961e-07,-1.981257403498649,-1.8568426155035,0.0004504113142901,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0013859101,Tratamiento recomendado,-1.7698759,-2.5098877,True,"RIF: 173 días, PZA: 177 días, SRT: 173 días, INH: 175 días",MisDatos/tratamientos_optimizados/paciente_56_tratamiento.csv
0.4119653823265774,0.2274914243637617,0.3220256406560717,0.3167927931438137,0.0375030120922541,0.033788015668514,0.0231665613873713,0.0117417157679845,-4.965077128529425,-6.189655038990601,-5.921823417915869,-4.001603458345903,0.0089111761066152,3.5412755541586325e-07,-2.05004771513317,-0.8883308016154468,0.000825231319755,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.0003436987,Tratamiento recomendado,-1.8020465,-2.5061712,True,"RIF: 172 días, PZA: 173 días, SRT: 174 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_57_tratamiento.csv
0.3639874835227633,0.2774479828213542,0.3071531156040448,0.3180606824091733,0.036265267668357,0.0416682183952798,0.025760140180085,0.0136577046225305,-5.0528987597620905,-6.154863862673058,-6.06176721899529,-4.059950016682726,0.009598532306962,4.2507198891528516e-07,-2.0177759366644743,-4.7805954821795495,0.0104797827929062,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,1,15,15,15,15,15,15,7,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,15,15,15,3,15,15,15,15,15,11,0,15,12,15,15,3,15,12,0,3,15,15,3,15,12,15,15,15,3,3,0,15,15,15,15,15,15,15,3,12,15,15,3,3,12,15,15,4,15,15,6,3,12,15,3,15,12,1,12,15,3,1,3,15,12,15,15,9,3,15,15,15,15,12,15,15,15,15,12,3,15,15,15,15,15,3,15,3,15,15,15,15,15,12,8,3,15,15,15,15,15,5,12,15,3,15,3,15,15,3,15,15,15,15,15,3,3,15,15,3,3,12,15,15,15,15,15,15,12,15,3,15,0.99946445,Seguimiento sin tratamiento,-1.8811105,-2.4603999,True,"RIF: 176 días, PZA: 177 días, SRT: 178 días, INH: 174 días",MisDatos/tratamientos_optimizados/paciente_58_tratamiento.csv
0.4158721276554703,0.2218193170751338,0.3233008222007005,0.3202799527200705,0.0417964664579745,0.037784501840541,0.0268462376996311,0.010279521453927,-5.061192284366862,-5.909246137395328,-5.925573748141492,-4.07576470485242,0.0116767437755664,1.0177028705552689e-07,-1.9326744643347105,-2.358323715092247,0.0007662762634741,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,0,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,12,15,15,15,15,3,3,15,15,3,12,15,15,15,15,3,15,15,3,15,15,15,2,3,15,3,15,15,15,15,15,5,12,3,15,15,15,15,15,4,12,15,15,15,3,15,3,15,15,3,15,15,15,15,3,15,3,15,3,8,5,3,3,15,3,15,12,15,14,12,15,15,15,15,15,6,3,3,3,15,15,3,15,15,3,15,15,15,15,12,15,3,12,15,15,15,13,15,15,15,15,15,15,12,15,15,3,10,15,13,12,15,3,15,5,4,15,15,15,3,3,15,15,0.005046324,Tratamiento recomendado,-1.7474487,-2.5288796,True,"RIF: 173 días, PZA: 175 días, SRT: 175 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_59_tratamiento.csv
0.4103337734968409,0.2282470877287804,0.3043830212739877,0.3008215325611531,0.0381002263304514,0.0316820849279308,0.0224586992273737,0.0125014325617386,-5.054654366457296,-5.944166974231185,-5.991382312106851,-3.9301843395006055,0.0101240217276464,1.6253661078824045e-07,-1.9946399591062491,-0.8295606654813038,0.00029513311206,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,8,8,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,7,7,10,10,10,10,10,10,10,10,10,10,9,9,12,12,12,12,12,7,4,4,2,1,1,6,6,6,6,6,8,8,1,6,14,14,8,8,8,8,8,8,8,8,8,8,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,11,11,12,12,6,6,6,6,6,12,12,12,0,0,0,7,7,7,7,11,11,4,4,4,4,4,4,4,4,4,4,4,4,0,0,12,9,2,6,6,6,6,6,6,6,6,5,5,5,5,5,0.00044691074,Tratamiento recomendado,-1.7836864,-2.4937146,True,"RIF: 177 días, PZA: 173 días, SRT: 172 días, INH: 174 días",MisDatos/tratamientos_optimizados/paciente_60_tratamiento.csv
0.412156835439813,0.27547537744783,0.3025517843901232,0.3149570830340568,0.0312917387164781,0.0314185352141343,0.0272599144023707,0.0127733354715805,-4.902249079517484,-5.911344976063547,-5.982158662437905,-3.888930088052794,0.0100670866377244,3.473740837110121e-07,-1.9970812083459613,-0.7735386678041712,0.0014882642396603,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.00035332624,Tratamiento recomendado,-1.7011676,-2.5501,True,"RIF: 175 días, PZA: 173 días, SRT: 176 días, INH: 170 días",MisDatos/tratamientos_optimizados/paciente_61_tratamiento.csv
0.3778959659063212,0.2613542292475193,0.3191533507317179,0.3085779804591072,0.0314500155118295,0.0304218637383257,0.0223596277792908,0.0107663449398672,-5.049774635899944,-6.113464475945717,-5.838822838228561,-4.105280447228004,0.0085600147559223,2.1017653821594208e-07,-2.0675148234486658,-1.6917026334548777,0.0008346619137373,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,11,11,11,11,11,11,13,13,13,13,13,6,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,0,0,5,5,5,5,10,8,8,8,8,8,8,8,2,2,2,2,2,2,2,9,9,8,8,8,10,10,10,10,10,10,10,10,10,10,5,5,1,1,1,1,1,1,1,7,7,7,7,7,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,4,4,10,10,10,10,3,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,9,9,9,9,5,5,5,5,5,5,5,9,8,8,8,8,8,8,0.0016788186,Tratamiento recomendado,-1.8174292,-2.5081,True,"RIF: 174 días, PZA: 173 días, SRT: 172 días, INH: 170 días",MisDatos/tratamientos_optimizados/paciente_62_tratamiento.csv
0.3957397628195782,0.2447477870997327,0.3049604090447264,0.3149364159271399,0.0304398647420188,0.0336455942616848,0.0232570904388716,0.0115831539168627,-5.007636890713425,-5.911708645333149,-5.915504895410132,-4.1189219875666705,0.0087242854836208,1.9349327454033601e-07,-2.0592604995224484,-0.9830310188940828,0.0004609077579072,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,0.00035627504,Tratamiento recomendado,-1.7555703,-2.527866,True,"RIF: 173 días, PZA: 173 días, SRT: 174 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_63_tratamiento.csv
0.4180091453055657,0.2607346226289537,0.3013178443072015,0.3064676007264528,0.033185268752699,0.0387009360376642,0.0233591614322414,0.0111390010993351,-4.825900178090722,-6.158734002904389,-5.945962885116118,-3.883069740463635,0.008037137541694,2.3781355231110666e-07,-2.094885749115742,-1.1866532923311803,0.0017844999132638,9,15,3,15,15,15,15,15,15,15,3,3,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,3,15,12,15,15,15,3,15,15,15,15,15,15,15,15,15,15,15,12,3,12,3,12,15,15,3,15,15,3,12,3,15,15,15,2,3,14,3,15,15,12,12,15,15,15,15,12,15,15,2,15,15,15,15,15,15,15,15,15,8,15,15,12,15,15,12,15,15,3,3,15,15,15,12,15,15,15,12,15,15,3,15,12,15,15,15,15,15,3,15,3,15,15,15,15,15,0,7,12,15,15,15,12,15,15,3,15,3,15,3,12,3,15,15,15,15,15,15,15,15,13,15,15,15,15,6,3,3,12,3,3,15,15,3,15,15,15,15,15,0.0015740561,Tratamiento recomendado,-1.7828479,-2.4934702,True,"RIF: 177 días, PZA: 177 días, SRT: 174 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_64_tratamiento.csv
0.360221478061113,0.2652012348737069,0.3211208630691705,0.322485945264605,0.0396348017754812,0.0386124188506727,0.0273040979404284,0.0128295306552462,-4.922592010718049,-6.199994732577517,-6.176223210686277,-3.920615023649778,0.0096952288905626,1.688272651190591e-07,-2.0134343708952103,-2.941693471601672,0.0018443137443011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,11,11,11,11,14,14,14,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,12,7,7,7,3,3,3,3,3,14,14,14,14,14,14,14,13,13,13,13,3,3,3,3,3,3,3,3,3,3,11,11,11,2,6,6,6,6,6,6,6,6,6,12,6,6,6,6,8,9,9,9,9,12,0,0,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15,15,15,15,15,0.07757725,Tratamiento recomendado,-1.903922,-2.436576,True,"RIF: 175 días, PZA: 175 días, SRT: 173 días, INH: 172 días",MisDatos/tratamientos_optimizados/paciente_65_tratamiento.csv
0.4093261663796951,0.2588554005779011,0.3033435180443169,0.3313896339163779,0.0333941982843712,0.0359324489185199,0.0243817648305703,0.0139850429785689,-5.0296564582343,-5.9556662721642795,-6.198423066986927,-3.9494399866253858,0.0099865560922647,3.5727614128914037e-07,-2.0005687173997675,-1.3468733889482418,0.0010973596955442,3,3,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,15,15,15,3,15,15,12,15,3,15,15,15,3,3,15,15,15,3,3,3,15,15,15,3,15,3,15,15,10,15,15,3,15,4,3,15,15,12,15,14,3,15,15,3,15,15,3,15,15,3,3,15,8,15,15,3,15,12,15,15,15,15,14,15,1,3,0,15,15,12,12,15,15,12,15,3,15,15,12,15,7,15,15,15,12,3,3,15,15,15,3,15,15,15,15,3,3,9,15,15,15,12,3,15,12,15,15,15,15,12,3,3,12,3,15,15,15,12,3,15,15,12,15,15,15,15,3,15,3,15,15,8,0.00097415806,Tratamiento recomendado,-1.7939289,-2.4758883,True,"RIF: 176 días, PZA: 175 días, SRT: 176 días, INH: 173 días",MisDatos/tratamientos_optimizados/paciente_66_tratamiento.csv
